ID;TaskID;TaskDescription;TaskAssignDuration;TaskCostPerHour;TaskCategory;ExecutionFinishDate;ExecutionDelay (hours);ExecutionBriefDescription;FreelancerID;FreelancerName;FreelancerExpertise;FreelancerEMail;FreelancerNIF;FreelancerBanckAccout;FreelancerAddress;FreeLancerCountry
228;129;Mobile Application Development;36;15;Network Administration;29/02/2020;7;Non-expert, problem unsolved;JW1;Maria Sousa;Senior;ms10@isep.ipp.pt;921654987;LU120010001234567891;Boulevard Royal, 100;Luxembourg
229;130;Mobile Application Development;90;52;Software Development;04/02/2020;7;High Quality Work;MA1;Maria Sousa;Junior;jw@gmail.com;213456789;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
230;131;Mobile Application Development;92;31;Software Development;26/01/2020;9;Non-expert, problem unsolved;MS3;Marion Antoine;Junior;Marion190@hotmail.com;223654587;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
231;132;Mobile Application Development;33;47;Network Administration;05/02/2020;-5;Medium Quality Work, not an expert in Web development;MS3;Marion Antoine;Junior;jw@gmail.com;921654987;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
232;133;Mobile Application Development;92;22;Software Development;17/04/2020;5;High Quality Work;JW1;Maria Sousa;Senior;ms10@isep.ipp.pt;223654587;US120010001234567891;Street 92, 90, New York;Luxembourg
233;134;Mobile Application Development;73;21;Software Development;01/04/2020;-5;Non-expert, problem unsolved;JW1;John Wayne;Senior;jw@gmail.com;921654987;PT120010001234567891;Street 92, 90, New York;Portugal
234;135;Mobile Application Development;53;47;Software Development;24/01/2020;5;High Quality Work;MS3;John Wayne;Senior;Marion190@hotmail.com;213456789;US120010001234567891;Street 92, 90, New York;Luxembourg
235;136;Mobile Application Development;90;59;Network Administration;01/05/2020;3;Medium Quality Work, not an expert in Web development;MA1;John Wayne;Junior;ms10@isep.ipp.pt;213456789;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
236;137;Mobile Application Development;40;47;Software Development;12/01/2020;1;High Quality Work;MS3;John Wayne;Senior;jw@gmail.com;223654587;PT120010001234567891;Street 92, 90, New York;Luxembourg
237;138;Mobile Application Development;71;16;Software Development;05/01/2020;-2;High Quality Work;MA1;John Wayne;Junior;Marion190@hotmail.com;921654987;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
238;139;Mobile Application Development;39;27;Software Development;07/02/2020;-9;Non-expert, problem unsolved;MA1;Marion Antoine;Junior;Marion190@hotmail.com;921654987;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
239;140;Mobile Application Development;80;32;Network Administration;29/02/2020;9;Non-expert, problem unsolved;MA1;Maria Sousa;Senior;jw@gmail.com;223654587;PT120010001234567891;Boulevard Royal, 100;Portugal
240;141;Mobile Application Development;69;30;Software Development;16/02/2020;-7;Non-expert, problem unsolved;MS3;Marion Antoine;Junior;ms10@isep.ipp.pt;921654987;US120010001234567891;Street 92, 90, New York;Luxembourg
241;142;Mobile Application Development;70;54;Software Development;14/01/2020;3;Non-expert, problem unsolved;MA1;Maria Sousa;Senior;jw@gmail.com;213456789;US120010001234567891;Boulevard Royal, 100;USA
242;143;Mobile Application Development;63;31;Network Administration;08/01/2020;3;Non-expert, problem unsolved;MS3;Marion Antoine;Senior;ms10@isep.ipp.pt;213456789;LU120010001234567891;Street 92, 90, New York;USA
243;144;Mobile Application Development;26;49;Software Development;22/03/2020;-2;Medium Quality Work, not an expert in Web development;MS3;Marion Antoine;Senior;jw@gmail.com;213456789;US120010001234567891;Street 92, 90, New York;Portugal
244;145;Mobile Application Development;56;22;Software Development;18/01/2020;2;High Quality Work;MA1;John Wayne;Junior;ms10@isep.ipp.pt;213456789;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
245;146;Mobile Application Development;51;44;Software Development;21/05/2020;5;Medium Quality Work, not an expert in Web development;JW1;John Wayne;Senior;jw@gmail.com;223654587;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
246;147;Mobile Application Development;60;19;Software Development;22/04/2020;5;High Quality Work;MS3;John Wayne;Senior;ms10@isep.ipp.pt;213456789;PT120010001234567891;Street 92, 90, New York;Luxembourg
247;148;Mobile Application Development;29;33;Software Development;24/02/2020;6;High Quality Work;MA1;Maria Sousa;Junior;ms10@isep.ipp.pt;921654987;PT120010001234567891;Street 92, 90, New York;USA
248;149;Mobile Application Development;48;54;Network Administration;23/03/2020;7;Medium Quality Work, not an expert in Web development;JW1;Maria Sousa;Junior;Marion190@hotmail.com;921654987;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
249;150;Mobile Application Development;61;18;Software Development;30/03/2020;8;Non-expert, problem unsolved;MS3;John Wayne;Senior;Marion190@hotmail.com;223654587;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
250;151;Mobile Application Development;65;57;Network Administration;29/04/2020;8;High Quality Work;MS3;Maria Sousa;Senior;Marion190@hotmail.com;213456789;LU120010001234567891;Boulevard Royal, 100;USA
251;152;Mobile Application Development;32;53;Software Development;22/02/2020;-6;High Quality Work;MS3;Marion Antoine;Junior;ms10@isep.ipp.pt;213456789;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
252;153;Mobile Application Development;36;33;Software Development;14/04/2020;1;Non-expert, problem unsolved;MA1;John Wayne;Senior;Marion190@hotmail.com;921654987;LU120010001234567891;Street 92, 90, New York;Luxembourg
253;154;Mobile Application Development;44;49;Software Development;04/05/2020;3;Medium Quality Work, not an expert in Web development;MA1;John Wayne;Senior;ms10@isep.ipp.pt;921654987;PT120010001234567891;Street 92, 90, New York;Luxembourg
254;155;Mobile Application Development;63;42;Software Development;22/03/2020;-3;High Quality Work;MS3;Marion Antoine;Junior;Marion190@hotmail.com;213456789;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
255;156;Mobile Application Development;24;54;Network Administration;01/03/2020;4;Medium Quality Work, not an expert in Web development;JW1;John Wayne;Senior;Marion190@hotmail.com;921654987;US120010001234567891;Boulevard Royal, 100;Portugal
256;157;Mobile Application Development;20;26;Software Development;11/05/2020;-2;Medium Quality Work, not an expert in Web development;JW1;Maria Sousa;Senior;jw@gmail.com;921654987;LU120010001234567891;Street 92, 90, New York;Portugal
257;158;Mobile Application Development;57;16;Software Development;28/02/2020;-4;Non-expert, problem unsolved;MA1;John Wayne;Senior;ms10@isep.ipp.pt;213456789;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
258;159;Mobile Application Development;89;32;Network Administration;06/04/2020;10;Non-expert, problem unsolved;MS3;Marion Antoine;Senior;Marion190@hotmail.com;921654987;PT120010001234567891;Boulevard Royal, 100;Luxembourg
259;160;Mobile Application Development;56;17;Software Development;06/03/2020;5;High Quality Work;MA1;John Wayne;Junior;jw@gmail.com;223654587;PT120010001234567891;Boulevard Royal, 100;USA
260;161;Mobile Application Development;60;51;Software Development;10/02/2020;6;Non-expert, problem unsolved;MS3;Marion Antoine;Senior;jw@gmail.com;921654987;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
261;162;Mobile Application Development;71;23;Software Development;22/04/2020;10;Non-expert, problem unsolved;MS3;Maria Sousa;Senior;ms10@isep.ipp.pt;921654987;PT120010001234567891;Street 92, 90, New York;USA
262;163;Mobile Application Development;50;31;Network Administration;09/02/2020;5;Non-expert, problem unsolved;MS3;John Wayne;Junior;ms10@isep.ipp.pt;223654587;LU120010001234567891;Street 92, 90, New York;USA
263;164;Mobile Application Development;21;60;Software Development;15/05/2020;-10;Non-expert, problem unsolved;MA1;Maria Sousa;Senior;Marion190@hotmail.com;921654987;LU120010001234567891;Street 92, 90, New York;USA
264;165;Mobile Application Development;34;15;Software Development;02/05/2020;-3;High Quality Work;JW1;Marion Antoine;Senior;ms10@isep.ipp.pt;921654987;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
265;166;Mobile Application Development;91;22;Software Development;05/03/2020;3;High Quality Work;MA1;Marion Antoine;Senior;jw@gmail.com;921654987;US120010001234567891;Boulevard Royal, 100;Luxembourg
266;167;Mobile Application Development;38;36;Software Development;20/02/2020;-9;High Quality Work;JW1;Marion Antoine;Senior;ms10@isep.ipp.pt;921654987;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
267;168;Mobile Application Development;65;33;Software Development;13/05/2020;-3;High Quality Work;MS3;Marion Antoine;Senior;jw@gmail.com;223654587;US120010001234567891;Boulevard Royal, 100;USA
268;169;Mobile Application Development;48;50;Software Development;01/05/2020;-5;Medium Quality Work, not an expert in Web development;JW1;John Wayne;Senior;ms10@isep.ipp.pt;921654987;US120010001234567891;Boulevard Royal, 100;USA
269;170;Mobile Application Development;46;60;Software Development;06/03/2020;7;Medium Quality Work, not an expert in Web development;JW1;Maria Sousa;Senior;jw@gmail.com;921654987;LU120010001234567891;Street 92, 90, New York;Luxembourg
270;171;Mobile Application Development;43;47;Software Development;02/01/2020;6;Non-expert, problem unsolved;MA1;Marion Antoine;Junior;ms10@isep.ipp.pt;921654987;US120010001234567891;Boulevard Royal, 100;Luxembourg
271;172;Mobile Application Development;81;59;Network Administration;27/03/2020;-5;High Quality Work;JW1;Marion Antoine;Senior;Marion190@hotmail.com;213456789;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
272;173;Mobile Application Development;22;54;Software Development;27/04/2020;-8;High Quality Work;JW1;Maria Sousa;Senior;Marion190@hotmail.com;213456789;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
273;174;Mobile Application Development;71;19;Network Administration;23/05/2020;-3;Medium Quality Work, not an expert in Web development;JW1;Marion Antoine;Junior;Marion190@hotmail.com;223654587;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
274;175;Mobile Application Development;31;39;Software Development;15/05/2020;2;Medium Quality Work, not an expert in Web development;MA1;Maria Sousa;Junior;Marion190@hotmail.com;223654587;LU120010001234567891;Boulevard Royal, 100;USA
275;176;Mobile Application Development;45;27;Software Development;20/05/2020;-8;Non-expert, problem unsolved;JW1;Maria Sousa;Senior;jw@gmail.com;921654987;US120010001234567891;Street 92, 90, New York;Luxembourg
276;177;Mobile Application Development;49;44;Software Development;08/04/2020;3;High Quality Work;MA1;John Wayne;Junior;jw@gmail.com;921654987;US120010001234567891;Boulevard Royal, 100;Luxembourg
277;178;Mobile Application Development;78;51;Software Development;18/03/2020;0;Medium Quality Work, not an expert in Web development;MS3;Marion Antoine;Senior;Marion190@hotmail.com;921654987;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
278;179;Mobile Application Development;54;12;Network Administration;15/05/2020;-7;High Quality Work;MS3;John Wayne;Junior;Marion190@hotmail.com;921654987;LU120010001234567891;Boulevard Royal, 100;Portugal
279;180;Mobile Application Development;70;13;Software Development;22/04/2020;-2;Medium Quality Work, not an expert in Web development;MA1;Marion Antoine;Junior;Marion190@hotmail.com;223654587;PT120010001234567891;Street 92, 90, New York;Luxembourg
280;181;Mobile Application Development;56;17;Software Development;17/04/2020;1;High Quality Work;MS3;Maria Sousa;Junior;jw@gmail.com;213456789;US120010001234567891;Street 92, 90, New York;Portugal
281;182;Mobile Application Development;51;28;Network Administration;21/01/2020;-2;Medium Quality Work, not an expert in Web development;MA1;Marion Antoine;Senior;Marion190@hotmail.com;213456789;PT120010001234567891;Boulevard Royal, 100;Luxembourg
282;183;Mobile Application Development;25;38;Software Development;08/02/2020;-1;Medium Quality Work, not an expert in Web development;JW1;John Wayne;Senior;jw@gmail.com;223654587;US120010001234567891;Boulevard Royal, 100;Portugal
283;184;Mobile Application Development;46;21;Network Administration;06/03/2020;-4;Medium Quality Work, not an expert in Web development;MS3;Maria Sousa;Senior;Marion190@hotmail.com;921654987;US120010001234567891;Boulevard Royal, 100;USA
284;185;Mobile Application Development;23;15;Software Development;25/01/2020;7;Non-expert, problem unsolved;MA1;Maria Sousa;Senior;Marion190@hotmail.com;921654987;PT120010001234567891;Boulevard Royal, 100;Luxembourg
285;186;Mobile Application Development;58;55;Software Development;10/03/2020;-5;Non-expert, problem unsolved;MA1;John Wayne;Senior;ms10@isep.ipp.pt;921654987;US120010001234567891;Boulevard Royal, 100;Portugal
286;187;Mobile Application Development;49;45;Software Development;11/04/2020;-6;Medium Quality Work, not an expert in Web development;MA1;John Wayne;Senior;jw@gmail.com;223654587;US120010001234567891;Street 92, 90, New York;USA
287;188;Mobile Application Development;71;32;Software Development;15/04/2020;-8;Non-expert, problem unsolved;MA1;Marion Antoine;Senior;ms10@isep.ipp.pt;921654987;LU120010001234567891;Boulevard Royal, 100;USA
288;189;Mobile Application Development;99;38;Software Development;17/05/2020;2;High Quality Work;MA1;John Wayne;Senior;ms10@isep.ipp.pt;921654987;LU120010001234567891;Boulevard Royal, 100;USA
289;190;Mobile Application Development;86;18;Software Development;17/01/2020;10;Non-expert, problem unsolved;JW1;Maria Sousa;Senior;Marion190@hotmail.com;213456789;PT120010001234567891;Boulevard Royal, 100;Luxembourg
290;191;Mobile Application Development;29;55;Software Development;31/03/2020;9;Medium Quality Work, not an expert in Web development;MS3;Marion Antoine;Senior;Marion190@hotmail.com;921654987;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
291;192;Mobile Application Development;39;44;Software Development;27/05/2020;0;Non-expert, problem unsolved;JW1;Marion Antoine;Senior;ms10@isep.ipp.pt;921654987;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
292;193;Mobile Application Development;63;59;Software Development;01/04/2020;-5;Non-expert, problem unsolved;MS3;Marion Antoine;Junior;jw@gmail.com;921654987;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
293;194;Mobile Application Development;96;54;Software Development;20/04/2020;4;High Quality Work;MS3;John Wayne;Junior;jw@gmail.com;213456789;LU120010001234567891;Boulevard Royal, 100;USA
294;195;Mobile Application Development;44;11;Network Administration;09/04/2020;2;Medium Quality Work, not an expert in Web development;MA1;Marion Antoine;Junior;Marion190@hotmail.com;223654587;LU120010001234567891;Street 92, 90, New York;USA
295;196;Mobile Application Development;52;20;Software Development;02/01/2020;0;High Quality Work;JW1;Marion Antoine;Junior;Marion190@hotmail.com;921654987;LU120010001234567891;Street 92, 90, New York;Portugal
296;197;Mobile Application Development;59;53;Network Administration;12/01/2020;-2;Non-expert, problem unsolved;MS3;Marion Antoine;Senior;Marion190@hotmail.com;223654587;US120010001234567891;Boulevard Royal, 100;Luxembourg
297;198;Mobile Application Development;80;57;Network Administration;24/01/2020;8;Medium Quality Work, not an expert in Web development;MS3;John Wayne;Senior;ms10@isep.ipp.pt;213456789;PT120010001234567891;Street 92, 90, New York;Luxembourg
298;199;Mobile Application Development;85;12;Software Development;18/05/2020;2;Medium Quality Work, not an expert in Web development;JW1;John Wayne;Senior;jw@gmail.com;223654587;US120010001234567891;Boulevard Royal, 100;USA
299;200;Mobile Application Development;84;60;Software Development;26/01/2020;6;Medium Quality Work, not an expert in Web development;MS3;John Wayne;Junior;ms10@isep.ipp.pt;213456789;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
300;201;Mobile Application Development;89;54;Software Development;23/05/2020;4;Non-expert, problem unsolved;JW1;Marion Antoine;Senior;ms10@isep.ipp.pt;213456789;PT120010001234567891;Boulevard Royal, 100;Luxembourg
301;202;Mobile Application Development;52;34;Software Development;11/03/2020;-1;High Quality Work;MA1;John Wayne;Senior;Marion190@hotmail.com;213456789;LU120010001234567891;Street 92, 90, New York;Luxembourg
302;203;Mobile Application Development;89;39;Network Administration;26/04/2020;10;Medium Quality Work, not an expert in Web development;MS3;John Wayne;Senior;jw@gmail.com;223654587;LU120010001234567891;Street 92, 90, New York;Portugal
303;204;Mobile Application Development;81;47;Software Development;08/04/2020;-9;High Quality Work;MA1;Maria Sousa;Senior;Marion190@hotmail.com;223654587;PT120010001234567891;Street 92, 90, New York;Luxembourg
304;205;Mobile Application Development;37;27;Software Development;06/04/2020;5;High Quality Work;MS3;John Wayne;Junior;jw@gmail.com;921654987;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
305;206;Mobile Application Development;45;13;Software Development;26/02/2020;-2;Non-expert, problem unsolved;MA1;Marion Antoine;Senior;Marion190@hotmail.com;921654987;LU120010001234567891;Boulevard Royal, 100;Luxembourg
